indicator,year,value,iso_code,units,name
Education,2015,7.96296761,DZA,% of GDP,Algeria
Education,2016,7.344359875,DZA,% of GDP,Algeria
Education,2017,6.505380154,DZA,% of GDP,Algeria
Education,2018,5.866350174,DZA,% of GDP,Algeria
Education,2019,6.100359917,DZA,% of GDP,Algeria
Education,2020,7.042397453,DZA,% of GDP,Algeria
Education,2000,1.150930047,ECU,% of GDP,Ecuador
Education,2009,4.342420101,ECU,% of GDP,Ecuador
Education,2010,4.507430077,ECU,% of GDP,Ecuador
Education,2011,4.726890087,ECU,% of GDP,Ecuador
Education,2012,4.643070221,ECU,% of GDP,Ecuador
Education,2013,5.004640102,ECU,% of GDP,Ecuador
Education,2014,5.260990143,ECU,% of GDP,Ecuador
Education,2015,4.998700142,ECU,% of GDP,Ecuador
Education,2016,4.362750053,ECU,% of GDP,Ecuador
Education,2017,4.614260197,ECU,% of GDP,Ecuador
Education,2018,4.621459961,ECU,% of GDP,Ecuador
Education,2019,4.225659847,ECU,% of GDP,Ecuador
Education,2020,4.134130001,ECU,% of GDP,Ecuador
Education,2021,3.691380024,ECU,% of GDP,Ecuador
Education,2003,4.945630074,EGY,% of GDP,Egypt
Education,2004,4.6707201,EGY,% of GDP,Egypt
Education,2005,4.794429779,EGY,% of GDP,Egypt
Education,2006,4.001780033,EGY,% of GDP,Egypt
Education,2007,3.68460989,EGY,% of GDP,Egypt
Education,2008,3.760829926,EGY,% of GDP,Egypt
Education,2010,3.542649984,EGY,% of GDP,Egypt
Education,2011,3.344300032,EGY,% of GDP,Egypt
Education,2012,3.368299961,EGY,% of GDP,Egypt
Education,2013,4.122529984,EGY,% of GDP,Egypt
Education,2014,4.25138998,EGY,% of GDP,Egypt
Education,2015,3.930850029,EGY,% of GDP,Egypt
Education,2016,4.050000191,EGY,% of GDP,Egypt
Education,2019,2.609999895,EGY,% of GDP,Egypt
Education,2020,2.480000019,EGY,% of GDP,Egypt
Education,2001,4.047160149,ERI,% of GDP,Eritrea
Education,2002,3.523900032,ERI,% of GDP,Eritrea
Education,2004,3.148969889,ERI,% of GDP,Eritrea
Education,2006,2.127000093,ERI,% of GDP,Eritrea
Education,2000,4.166049957,ESP,% of GDP,Spain
Education,2001,4.111269951,ESP,% of GDP,Spain
Education,2002,4.134570122,ESP,% of GDP,Spain
Education,2003,4.173429966,ESP,% of GDP,Spain
Education,2004,4.157859802,ESP,% of GDP,Spain
Education,2005,4.144320011,ESP,% of GDP,Spain
Education,2006,4.184820175,ESP,% of GDP,Spain
Education,2007,4.254049778,ESP,% of GDP,Spain
Education,2008,4.528059959,ESP,% of GDP,Spain
Education,2009,4.912000179,ESP,% of GDP,Spain
Education,2010,4.856080055,ESP,% of GDP,Spain
Education,2011,4.896920204,ESP,% of GDP,Spain
Education,2012,4.469339848,ESP,% of GDP,Spain
Education,2013,4.351019859,ESP,% of GDP,Spain
Education,2014,4.303380013,ESP,% of GDP,Spain
Education,2015,4.286570072,ESP,% of GDP,Spain
Education,2016,4.227640152,ESP,% of GDP,Spain
Education,2017,4.207779884,ESP,% of GDP,Spain
Education,2018,4.181570053,ESP,% of GDP,Spain
Education,2019,4.234089851,ESP,% of GDP,Spain
Education,2020,4.59,ESP,% of GDP,Spain
Education,2000,5.339459896,EST,% of GDP,Estonia
Education,2001,5.228459835,EST,% of GDP,Estonia
Education,2002,5.43460989,EST,% of GDP,Estonia
Education,2003,5.273099899,EST,% of GDP,Estonia
Education,2004,4.876749992,EST,% of GDP,Estonia
Education,2005,4.810269833,EST,% of GDP,Estonia
Education,2007,4.619909763,EST,% of GDP,Estonia
Education,2008,5.484039783,EST,% of GDP,Estonia
Education,2009,5.960050106,EST,% of GDP,Estonia
Education,2010,5.517789841,EST,% of GDP,Estonia
Education,2011,5.014490128,EST,% of GDP,Estonia
Education,2012,4.717720032,EST,% of GDP,Estonia
Education,2013,4.843880177,EST,% of GDP,Estonia
Education,2014,4.394330025,EST,% of GDP,Estonia
Education,2015,5.144189835,EST,% of GDP,Estonia
Education,2016,5.15763998,EST,% of GDP,Estonia
Education,2017,4.961319923,EST,% of GDP,Estonia
Education,2018,5.26320982,EST,% of GDP,Estonia
Education,2019,5.301909924,EST,% of GDP,Estonia
Education,2020,6.58,EST,% of GDP,Estonia
Education,2000,3.983109951,ETH,% of GDP,Ethiopia
Education,2001,3.700289965,ETH,% of GDP,Ethiopia
Education,2002,3.632450104,ETH,% of GDP,Ethiopia
Education,2006,5.490960121,ETH,% of GDP,Ethiopia
Education,2007,5.451129913,ETH,% of GDP,Ethiopia
Education,2008,5.408199787,ETH,% of GDP,Ethiopia
Education,2009,4.422070026,ETH,% of GDP,Ethiopia
Education,2010,4.496590137,ETH,% of GDP,Ethiopia
Education,2011,5.485760212,ETH,% of GDP,Ethiopia
Education,2012,5.56678009,ETH,% of GDP,Ethiopia
Education,2013,4.498549938,ETH,% of GDP,Ethiopia
Education,2014,4.602019787,ETH,% of GDP,Ethiopia
Education,2015,4.737919807,ETH,% of GDP,Ethiopia
Education,2016,5.061510086,ETH,% of GDP,Ethiopia
Education,2017,5.64951992,ETH,% of GDP,Ethiopia
Education,2018,5.06867981,ETH,% of GDP,Ethiopia
Education,2019,4.480869007,ETH,% of GDP,Ethiopia
Education,2000,5.709300041,FIN,% of GDP,Finland
Education,2001,5.840250015,FIN,% of GDP,Finland
Education,2002,6.0167799,FIN,% of GDP,Finland
Education,2003,6.167439938,FIN,% of GDP,Finland
Education,2004,6.157579899,FIN,% of GDP,Finland
Education,2005,6.02507019,FIN,% of GDP,Finland
Education,2006,5.928380013,FIN,% of GDP,Finland
Education,2007,5.67125988,FIN,% of GDP,Finland
Education,2008,5.83010006,FIN,% of GDP,Finland
Education,2009,6.459559917,FIN,% of GDP,Finland
Education,2010,6.504449844,FIN,% of GDP,Finland
Education,2011,6.445049763,FIN,% of GDP,Finland
Education,2012,7.148039818,FIN,% of GDP,Finland
Education,2013,7.124040127,FIN,% of GDP,Finland
Education,2014,7.102369785,FIN,% of GDP,Finland
Education,2015,7.032080173,FIN,% of GDP,Finland
Education,2016,6.851530075,FIN,% of GDP,Finland
Education,2017,6.363110065,FIN,% of GDP,Finland
Education,2018,6.275420189,FIN,% of GDP,Finland
Education,2019,6.417109966,FIN,% of GDP,Finland
Education,2020,5.88,FIN,% of GDP,Finland
Education,2000,5.877739906,FJI,% of GDP,Fiji
Education,2001,5.643109798,FJI,% of GDP,Fiji
Education,2002,6.275869846,FJI,% of GDP,Fiji
Education,2004,6.209159851,FJI,% of GDP,Fiji
Education,2005,5.167059898,FJI,% of GDP,Fiji
Education,2006,5.655320168,FJI,% of GDP,Fiji
Education,2007,5.894720078,FJI,% of GDP,Fiji
Education,2008,4.25357008,FJI,% of GDP,Fiji
Education,2009,4.498479843,FJI,% of GDP,Fiji
Education,2010,4.824359894,FJI,% of GDP,Fiji
Education,2011,4.17305994,FJI,% of GDP,Fiji
Education,2012,4.722650051,FJI,% of GDP,Fiji
Education,2013,3.882889986,FJI,% of GDP,Fiji
Education,2014,4.268219948,FJI,% of GDP,Fiji
Education,2015,4.809319973,FJI,% of GDP,Fiji
Education,2016,4.83589983,FJI,% of GDP,Fiji
Education,2017,4.651189804,FJI,% of GDP,Fiji
Education,2018,4.835710049,FJI,% of GDP,Fiji
Education,2019,5.067880154,FJI,% of GDP,Fiji
Education,2020,5.675352935,FJI,% of GDP,Fiji
Education,2010,5.658596039,FRA,% of GDP,France
Education,2011,5.482983112,FRA,% of GDP,France
Education,2012,5.456467152,FRA,% of GDP,France
Education,2013,5.500378132,FRA,% of GDP,France
Education,2014,5.512063026,FRA,% of GDP,France
Education,2015,5.464234829,FRA,% of GDP,France
Education,2016,5.419066906,FRA,% of GDP,France
Education,2017,5.451600075,FRA,% of GDP,France
Education,2018,5.407169819,FRA,% of GDP,France
Education,2019,5.354430199,FRA,% of GDP,France
Education,2020,5.5,FRA,% of GDP,France
Education,2000,3.827090025,GAB,% of GDP,Gabon
Education,2010,3.078089952,GAB,% of GDP,Gabon
Education,2011,2.987459898,GAB,% of GDP,Gabon
Education,2012,3.013400078,GAB,% of GDP,Gabon
Education,2013,3.029710054,GAB,% of GDP,Gabon
Education,2014,2.666670084,GAB,% of GDP,Gabon
Education,2015,2.991660118,GAB,% of GDP,Gabon
Education,2016,2.662060022,GAB,% of GDP,Gabon
Education,2017,3.326809883,GAB,% of GDP,Gabon
Education,2018,2.933459997,GAB,% of GDP,Gabon
Education,2019,2.73232007,GAB,% of GDP,Gabon
Education,2020,3.181610107,GAB,% of GDP,Gabon
Education,2000,4.023149967,GBR,% of GDP,United Kingdom
Education,2001,4.108550072,GBR,% of GDP,United Kingdom
Education,2002,4.628540039,GBR,% of GDP,United Kingdom
Education,2003,4.80573988,GBR,% of GDP,United Kingdom
Education,2004,4.729400158,GBR,% of GDP,United Kingdom
Education,2005,4.929180145,GBR,% of GDP,United Kingdom
Education,2006,4.973259926,GBR,% of GDP,United Kingdom
Education,2007,4.908830166,GBR,% of GDP,United Kingdom
Education,2008,4.884970188,GBR,% of GDP,United Kingdom
Education,2009,5.046319962,GBR,% of GDP,United Kingdom
Education,2010,5.66824007,GBR,% of GDP,United Kingdom
Education,2011,5.559599876,GBR,% of GDP,United Kingdom
Education,2012,5.659604073,GBR,% of GDP,United Kingdom
Education,2013,5.500780106,GBR,% of GDP,United Kingdom
Education,2014,5.564509869,GBR,% of GDP,United Kingdom
Education,2015,5.514110088,GBR,% of GDP,United Kingdom
Education,2016,5.375329971,GBR,% of GDP,United Kingdom
Education,2017,5.384990215,GBR,% of GDP,United Kingdom
Education,2018,5.167990208,GBR,% of GDP,United Kingdom
Education,2019,5.207749844,GBR,% of GDP,United Kingdom
Education,2020,5.53,GBR,% of GDP,United Kingdom
Education,2000,2.181050062,GEO,% of GDP,Georgia
Education,2001,2.137500048,GEO,% of GDP,Georgia
Education,2002,2.235019922,GEO,% of GDP,Georgia
Education,2003,2.065599918,GEO,% of GDP,Georgia
Education,2004,2.914200068,GEO,% of GDP,Georgia
Education,2005,2.484319925,GEO,% of GDP,Georgia
Education,2006,3.00364995,GEO,% of GDP,Georgia
Education,2007,2.696870089,GEO,% of GDP,Georgia
Education,2008,2.919549942,GEO,% of GDP,Georgia
Education,2009,3.222379923,GEO,% of GDP,Georgia
Education,2010,2.803649902,GEO,% of GDP,Georgia
Education,2011,2.576139927,GEO,% of GDP,Georgia
Education,2012,1.906100035,GEO,% of GDP,Georgia
Education,2013,2.886719942,GEO,% of GDP,Georgia
Education,2014,2.997679949,GEO,% of GDP,Georgia
Education,2015,3.164870024,GEO,% of GDP,Georgia
Education,2016,3.593869925,GEO,% of GDP,Georgia
Education,2017,3.574429989,GEO,% of GDP,Georgia
Education,2018,3.52105999,GEO,% of GDP,Georgia
Education,2019,3.808640003,GEO,% of GDP,Georgia
Education,2020,3.850080013,GEO,% of GDP,Georgia
Education,2021,3.623800039,GEO,% of GDP,Georgia
Education,2001,5.354440212,GHA,% of GDP,Ghana
Education,2004,7.535580158,GHA,% of GDP,Ghana
Education,2005,7.42208004,GHA,% of GDP,Ghana
Education,2006,5.259829998,GHA,% of GDP,Ghana
Education,2007,5.519869804,GHA,% of GDP,Ghana
Education,2008,5.757959843,GHA,% of GDP,Ghana
Education,2009,5.317440033,GHA,% of GDP,Ghana
Education,2010,5.540599823,GHA,% of GDP,Ghana
Education,2011,8.14097023,GHA,% of GDP,Ghana
Education,2012,7.919139862,GHA,% of GDP,Ghana
Education,2013,4.576469898,GHA,% of GDP,Ghana
Education,2014,4.39978981,GHA,% of GDP,Ghana
Education,2015,4.434050083,GHA,% of GDP,Ghana
Education,2016,4.394529819,GHA,% of GDP,Ghana
Education,2017,3.533629894,GHA,% of GDP,Ghana
Education,2018,3.886130095,GHA,% of GDP,Ghana
Education,2000,2.593400002,GIN,% of GDP,Guinea
Education,2001,2.081909895,GIN,% of GDP,Guinea
Education,2002,2.593869925,GIN,% of GDP,Guinea
Education,2003,2.371020079,GIN,% of GDP,Guinea
Education,2004,2.210000038,GIN,% of GDP,Guinea
Education,2005,1.849060059,GIN,% of GDP,Guinea
Education,2008,1.581120014,GIN,% of GDP,Guinea
Education,2009,2.207250118,GIN,% of GDP,Guinea
Education,2010,2.551189899,GIN,% of GDP,Guinea
Education,2011,2.287420034,GIN,% of GDP,Guinea
Education,2012,1.833709955,GIN,% of GDP,Guinea
Education,2013,2.63421011,GIN,% of GDP,Guinea
Education,2014,2.422810078,GIN,% of GDP,Guinea
Education,2015,2.517139912,GIN,% of GDP,Guinea
Education,2016,2.544500113,GIN,% of GDP,Guinea
Education,2017,2.320339918,GIN,% of GDP,Guinea
Education,2018,2.384320021,GIN,% of GDP,Guinea
Education,2019,1.848369956,GIN,% of GDP,Guinea
Education,2020,2.199470043,GIN,% of GDP,Guinea
Education,2000,1.465870023,GMB,% of GDP,Gambia
Education,2001,1.158100009,GMB,% of GDP,Gambia
Education,2002,1.44291997,GMB,% of GDP,Gambia
Education,2003,1.363379955,GMB,% of GDP,Gambia
Education,2004,0.622470021,GMB,% of GDP,Gambia
Education,2005,0.691879988,GMB,% of GDP,Gambia
Education,2006,0.751630008,GMB,% of GDP,Gambia
Education,2007,0.81686002,GMB,% of GDP,Gambia
Education,2008,2.181299925,GMB,% of GDP,Gambia
Education,2009,1.908139944,GMB,% of GDP,Gambia
Education,2010,2.563220024,GMB,% of GDP,Gambia
Education,2011,2.50116992,GMB,% of GDP,Gambia
Education,2012,2.637569904,GMB,% of GDP,Gambia
Education,2013,1.818390012,GMB,% of GDP,Gambia
Education,2014,2.230940104,GMB,% of GDP,Gambia
Education,2015,2.160029888,GMB,% of GDP,Gambia
Education,2016,2.024430037,GMB,% of GDP,Gambia
Education,2017,2.459189892,GMB,% of GDP,Gambia
Education,2018,2.365439892,GMB,% of GDP,Gambia
Education,2019,2.788929939,GMB,% of GDP,Gambia
Education,2020,2.763720036,GMB,% of GDP,Gambia
Education,2010,1.860820055,GNB,% of GDP,Guinea-Bissau
Education,2011,1.857859969,GNB,% of GDP,Guinea-Bissau
Education,2012,2.001060009,GNB,% of GDP,Guinea-Bissau
Education,2013,2.13248992,GNB,% of GDP,Guinea-Bissau
Education,2014,2.200000048,GNB,% of GDP,Guinea-Bissau
Education,2015,2.299999952,GNB,% of GDP,Guinea-Bissau
Education,2016,2.299999952,GNB,% of GDP,Guinea-Bissau
Education,2017,2.200000048,GNB,% of GDP,Guinea-Bissau
Education,2018,2.137870073,GNB,% of GDP,Guinea-Bissau
Education,2019,2.947819948,GNB,% of GDP,Guinea-Bissau
Education,2020,2.708430052,GNB,% of GDP,Guinea-Bissau
Education,2000,3.230190039,GRC,% of GDP,Greece
Education,2001,3.364579916,GRC,% of GDP,Greece
Education,2002,3.424309969,GRC,% of GDP,Greece
Education,2003,3.429339886,GRC,% of GDP,Greece
Education,2004,3.667190075,GRC,% of GDP,Greece
Education,2005,3.963959932,GRC,% of GDP,Greece
Education,2010,4.105631528,GRC,% of GDP,Greece
Education,2011,4.435127446,GRC,% of GDP,Greece
Education,2012,4.514549905,GRC,% of GDP,Greece
Education,2013,4.475959569,GRC,% of GDP,Greece
Education,2014,4.287009672,GRC,% of GDP,Greece
Education,2015,3.661390066,GRC,% of GDP,Greece
Education,2016,3.970241603,GRC,% of GDP,Greece
Education,2017,3.477089882,GRC,% of GDP,Greece
Education,2018,3.597340107,GRC,% of GDP,Greece
Education,2019,3.5880301,GRC,% of GDP,Greece
Education,2020,4.44,GRC,% of GDP,Greece
Education,2003,3.926739931,GRD,% of GDP,Grenada
Education,2015,4.238609791,GRD,% of GDP,Grenada
Education,2017,3.173799992,GRD,% of GDP,Grenada
Education,2018,3.552550077,GRD,% of GDP,Grenada
Education,2006,3.032850027,GTM,% of GDP,Guatemala
Education,2007,3.088089943,GTM,% of GDP,Guatemala
Education,2008,3.236860037,GTM,% of GDP,Guatemala
Education,2010,2.848649979,GTM,% of GDP,Guatemala
Education,2011,2.968650103,GTM,% of GDP,Guatemala
Education,2012,3.005249977,GTM,% of GDP,Guatemala
Education,2013,2.888089895,GTM,% of GDP,Guatemala
Education,2014,2.985620022,GTM,% of GDP,Guatemala
Education,2015,3.030329943,GTM,% of GDP,Guatemala
Education,2016,2.944740057,GTM,% of GDP,Guatemala
Education,2017,2.950099945,GTM,% of GDP,Guatemala
Education,2018,3.137049913,GTM,% of GDP,Guatemala
Education,2019,3.199280024,GTM,% of GDP,Guatemala
Education,2020,3.299720049,GTM,% of GDP,Guatemala
Education,2021,3.108769894,GTM,% of GDP,Guatemala
Education,2000,8.484149933,GUY,% of GDP,Guyana
Education,2001,8.397299767,GUY,% of GDP,Guyana
Education,2002,8.365539551,GUY,% of GDP,Guyana
Education,2003,6.955900192,GUY,% of GDP,Guyana
Education,2004,5.51293993,GUY,% of GDP,Guyana
Education,2005,8.139730453,GUY,% of GDP,Guyana
Education,2006,3.118910074,GUY,% of GDP,Guyana
Education,2007,2.391170025,GUY,% of GDP,Guyana
Education,2009,2.150579929,GUY,% of GDP,Guyana
Education,2010,2.409389973,GUY,% of GDP,Guyana
Education,2011,2.506690025,GUY,% of GDP,Guyana
Education,2012,2.241319895,GUY,% of GDP,Guyana
Education,2014,4.360330105,GUY,% of GDP,Guyana
Education,2015,3.895699978,GUY,% of GDP,Guyana
Education,2016,4.737750053,GUY,% of GDP,Guyana
Education,2017,4.66478014,GUY,% of GDP,Guyana
Education,2018,4.45058012,GUY,% of GDP,Guyana
Education,2001,3.903700113,HKG,% of GDP,Hong Kong
Education,2002,4.015540123,HKG,% of GDP,Hong Kong
Education,2003,4.285299778,HKG,% of GDP,Hong Kong
Education,2004,4.558959961,HKG,% of GDP,Hong Kong
Education,2005,4.134630203,HKG,% of GDP,Hong Kong
Education,2006,3.842789888,HKG,% of GDP,Hong Kong
Education,2007,3.454550028,HKG,% of GDP,Hong Kong
Education,2008,3.260629892,HKG,% of GDP,Hong Kong
Education,2009,4.392129898,HKG,% of GDP,Hong Kong
Education,2010,3.510030031,HKG,% of GDP,Hong Kong
Education,2011,3.418220043,HKG,% of GDP,Hong Kong
Education,2012,3.509609938,HKG,% of GDP,Hong Kong
Education,2013,3.760319948,HKG,% of GDP,Hong Kong
Education,2014,3.572550058,HKG,% of GDP,Hong Kong
Education,2015,3.262120008,HKG,% of GDP,Hong Kong
Education,2016,3.292649984,HKG,% of GDP,Hong Kong
Education,2017,3.310100079,HKG,% of GDP,Hong Kong
Education,2018,3.326519966,HKG,% of GDP,Hong Kong
Education,2019,3.810600042,HKG,% of GDP,Hong Kong
Education,2020,4.406340122,HKG,% of GDP,Hong Kong
Education,2021,4.001029968,HKG,% of GDP,Hong Kong
Education,2010,6.800000191,HND,% of GDP,Honduras
Education,2011,6.099999905,HND,% of GDP,Honduras
Education,2012,6.299727936,HND,% of GDP,Honduras
Education,2013,5.874929905,HND,% of GDP,Honduras
Education,2014,7.090119839,HND,% of GDP,Honduras
Education,2015,6.412970066,HND,% of GDP,Honduras
Education,2016,5.159619808,HND,% of GDP,Honduras
Education,2017,4.937019825,HND,% of GDP,Honduras
Education,2018,6.056469917,HND,% of GDP,Honduras
Education,2019,4.912849903,HND,% of GDP,Honduras
Education,2020,6.438439846,HND,% of GDP,Honduras
Education,2002,3.783269882,HRV,% of GDP,Croatia
Education,2003,3.831350088,HRV,% of GDP,Croatia
Education,2004,3.785840034,HRV,% of GDP,Croatia
Education,2007,3.940870047,HRV,% of GDP,Croatia
Education,2008,4.252130032,HRV,% of GDP,Croatia
Education,2009,4.358089924,HRV,% of GDP,Croatia
Education,2010,4.19863987,HRV,% of GDP,Croatia
Education,2011,4.096549988,HRV,% of GDP,Croatia
Education,2012,4.776778404,HRV,% of GDP,Croatia
Education,2013,4.500390053,HRV,% of GDP,Croatia
Education,2014,4.941884216,HRV,% of GDP,Croatia
Education,2015,4.931538493,HRV,% of GDP,Croatia
Education,2016,4.717281423,HRV,% of GDP,Croatia
Education,2017,3.854759932,HRV,% of GDP,Croatia
Education,2018,3.907550097,HRV,% of GDP,Croatia
Education,2019,3.916860104,HRV,% of GDP,Croatia
Education,2020,5.54,HRV,% of GDP,Croatia
Education,2014,1.753149986,HTI,% of GDP,Haiti
Education,2015,1.857040048,HTI,% of GDP,Haiti
Education,2016,1.395859957,HTI,% of GDP,Haiti
Education,2017,1.504230022,HTI,% of GDP,Haiti
Education,2018,1.632069945,HTI,% of GDP,Haiti
Education,2019,1.786811317,HTI,% of GDP,Haiti
Education,2020,1.371014364,HTI,% of GDP,Haiti
Education,2000,4.868400097,HUN,% of GDP,Hungary
Education,2001,4.931009769,HUN,% of GDP,Hungary
Education,2002,5.179230213,HUN,% of GDP,Hungary
Education,2003,5.791150093,HUN,% of GDP,Hungary
Education,2004,5.326580048,HUN,% of GDP,Hungary
Education,2005,5.318880081,HUN,% of GDP,Hungary
Education,2006,5.288119793,HUN,% of GDP,Hungary
Education,2007,5.133450031,HUN,% of GDP,Hungary
Education,2008,4.966110229,HUN,% of GDP,Hungary
Education,2009,4.944660187,HUN,% of GDP,Hungary
Education,2010,4.721759796,HUN,% of GDP,Hungary
Education,2011,4.561329842,HUN,% of GDP,Hungary
Education,2012,4.141119957,HUN,% of GDP,Hungary
Education,2013,4.187729836,HUN,% of GDP,Hungary
Education,2014,4.600399971,HUN,% of GDP,Hungary
Education,2015,4.494100094,HUN,% of GDP,Hungary
Education,2016,4.6145401,HUN,% of GDP,Hungary
Education,2017,4.614099979,HUN,% of GDP,Hungary
Education,2018,4.622829914,HUN,% of GDP,Hungary
Education,2019,4.237639904,HUN,% of GDP,Hungary
Education,2020,4.76,HUN,% of GDP,Hungary
Education,2001,2.460030079,IDN,% of GDP,Indonesia
Education,2002,2.645689964,IDN,% of GDP,Indonesia
Education,2003,3.217999935,IDN,% of GDP,Indonesia
Education,2004,2.748470068,IDN,% of GDP,Indonesia
Education,2005,2.872819901,IDN,% of GDP,Indonesia
Education,2007,3.044250011,IDN,% of GDP,Indonesia
Education,2008,2.901900053,IDN,% of GDP,Indonesia
Education,2009,3.525130033,IDN,% of GDP,Indonesia
Education,2010,2.81227994,IDN,% of GDP,Indonesia
Education,2011,3.189440012,IDN,% of GDP,Indonesia
Education,2012,3.407480001,IDN,% of GDP,Indonesia
Education,2013,3.359040022,IDN,% of GDP,Indonesia
Education,2014,3.288009882,IDN,% of GDP,Indonesia
Education,2015,3.583600044,IDN,% of GDP,Indonesia
Education,2016,3.5,IDN,% of GDP,Indonesia
Education,2017,2.669980049,IDN,% of GDP,Indonesia
Education,2018,3,IDN,% of GDP,Indonesia
Education,2019,2.841850042,IDN,% of GDP,Indonesia
Education,2020,3.49,IDN,% of GDP,Indonesia
Education,2000,4.324790001,IND,% of GDP,India
Education,2003,3.613409996,IND,% of GDP,India
Education,2004,3.352540016,IND,% of GDP,India
Education,2005,3.188750029,IND,% of GDP,India
Education,2006,3.142849922,IND,% of GDP,India
Education,2009,3.278249979,IND,% of GDP,India
Education,2010,3.377690077,IND,% of GDP,India
Education,2011,3.79618001,IND,% of GDP,India
Education,2012,3.867500067,IND,% of GDP,India
Education,2013,3.844670057,IND,% of GDP,India
Education,2015,4.114570141,IND,% of GDP,India
Education,2016,4.254079819,IND,% of GDP,India
Education,2017,4.305449963,IND,% of GDP,India
Education,2018,4.363739967,IND,% of GDP,India
Education,2019,4.4072299,IND,% of GDP,India
Education,2020,4.474229813,IND,% of GDP,India
Education,2000,4.132259846,IRL,% of GDP,Ireland
Education,2001,4.087490082,IRL,% of GDP,Ireland
Education,2002,4.104879856,IRL,% of GDP,Ireland
Education,2003,4.204939842,IRL,% of GDP,Ireland
Education,2004,4.482960224,IRL,% of GDP,Ireland
Education,2005,4.518980026,IRL,% of GDP,Ireland
Education,2006,4.547420025,IRL,% of GDP,Ireland
Education,2007,4.715410233,IRL,% of GDP,Ireland
Education,2008,5.458280087,IRL,% of GDP,Ireland
Education,2009,6.15610981,IRL,% of GDP,Ireland
Education,2010,6.05136013,IRL,% of GDP,Ireland
Education,2011,5.829040051,IRL,% of GDP,Ireland
Education,2012,5.752689838,IRL,% of GDP,Ireland
Education,2013,5.342050076,IRL,% of GDP,Ireland
Education,2014,4.878499985,IRL,% of GDP,Ireland
Education,2015,3.758769989,IRL,% of GDP,Ireland
Education,2016,3.742120028,IRL,% of GDP,Ireland
Education,2017,3.50928998,IRL,% of GDP,Ireland
Education,2018,3.392869949,IRL,% of GDP,Ireland
Education,2019,3.294610023,IRL,% of GDP,Ireland
Education,2020,3.1,IRL,% of GDP,Ireland
Education,2000,4.030640125,IRN,% of GDP,Iran
Education,2001,4.071680069,IRN,% of GDP,Iran
Education,2002,4.484879971,IRN,% of GDP,Iran
Education,2003,4.363220215,IRN,% of GDP,Iran
Education,2004,4.296629906,IRN,% of GDP,Iran
Education,2005,4.056509972,IRN,% of GDP,Iran
Education,2006,4.289989948,IRN,% of GDP,Iran
Education,2007,4.596809864,IRN,% of GDP,Iran
Education,2008,3.913759947,IRN,% of GDP,Iran
Education,2009,3.842449903,IRN,% of GDP,Iran
Education,2010,3.709180117,IRN,% of GDP,Iran
Education,2011,3.484970093,IRN,% of GDP,Iran
Education,2012,3.168590069,IRN,% of GDP,Iran
Education,2013,3.06795001,IRN,% of GDP,Iran
Education,2014,2.801350117,IRN,% of GDP,Iran
Education,2015,2.797389984,IRN,% of GDP,Iran
Education,2016,3.365760088,IRN,% of GDP,Iran
Education,2017,3.790400028,IRN,% of GDP,Iran
Education,2018,3.955359936,IRN,% of GDP,Iran
Education,2019,3.663199902,IRN,% of GDP,Iran
Education,2020,3.592430115,IRN,% of GDP,Iran
Education,2000,6.431439877,ISL,% of GDP,Iceland
Education,2001,6.705920219,ISL,% of GDP,Iceland
Education,2002,7.298920155,ISL,% of GDP,Iceland
Education,2003,7.245079994,ISL,% of GDP,Iceland
Education,2004,7.161180019,ISL,% of GDP,Iceland
Education,2005,7.338439941,ISL,% of GDP,Iceland
Education,2006,7.195219994,ISL,% of GDP,Iceland
Education,2007,6.944330215,ISL,% of GDP,Iceland
Education,2008,7.036019802,ISL,% of GDP,Iceland
Education,2009,7.189849854,ISL,% of GDP,Iceland
Education,2010,6.944240093,ISL,% of GDP,Iceland
Education,2011,6.789979935,ISL,% of GDP,Iceland
Education,2012,7.582230091,ISL,% of GDP,Iceland
Education,2013,7.448689938,ISL,% of GDP,Iceland
Education,2014,7.641409874,ISL,% of GDP,Iceland
Education,2015,7.457970142,ISL,% of GDP,Iceland
Education,2016,7.432199955,ISL,% of GDP,Iceland
Education,2017,7.583859921,ISL,% of GDP,Iceland
Education,2018,7.561709881,ISL,% of GDP,Iceland
Education,2019,7.547359943,ISL,% of GDP,Iceland
Education,2020,7.72,ISL,% of GDP,Iceland
Education,2000,6.112820148,ISR,% of GDP,Israel
Education,2001,6.373980045,ISR,% of GDP,Israel
Education,2002,6.465060234,ISR,% of GDP,Israel
Education,2003,6.345499992,ISR,% of GDP,Israel
Education,2004,5.940279961,ISR,% of GDP,Israel
Education,2005,5.754590034,ISR,% of GDP,Israel
Education,2006,5.75635004,ISR,% of GDP,Israel
Education,2007,5.495950222,ISR,% of GDP,Israel
Education,2008,5.519949913,ISR,% of GDP,Israel
Education,2009,5.481719971,ISR,% of GDP,Israel
Education,2010,5.5198102,ISR,% of GDP,Israel
Education,2011,5.549369812,ISR,% of GDP,Israel
Education,2012,5.672530174,ISR,% of GDP,Israel
Education,2013,5.854259968,ISR,% of GDP,Israel
Education,2014,5.766819954,ISR,% of GDP,Israel
Education,2015,5.862110138,ISR,% of GDP,Israel
Education,2016,5.855780125,ISR,% of GDP,Israel
Education,2017,6.057909966,ISR,% of GDP,Israel
Education,2018,6.112339973,ISR,% of GDP,Israel
Education,2019,6.125780106,ISR,% of GDP,Israel
